,City,Time,Country,Latitude,Longitude,Temperature,Humidity,Cloud Coverage,Wind Speed
375,Mahajanga,1515524400,MG,-15.72,46.32,78.8,88,40,2.24
376,Calgary,1515524520,CA,51.05,-114.06,15.8,92,90,20.8
377,Ust-Nera,1515526313,RU,64.57,143.24,-33.76,53,56,1.59
378,Belmonte,1515526314,PT,40.36,-7.35,38.69,96,92,2.93
379,Mahebourg,1515524400,MU,-20.41,57.7,78.8,94,75,4.7
380,Qaqortoq,1515523800,GL,60.72,-46.03,19.4,52,40,4.7
381,Carballo,1515524400,ES,43.21,-8.69,51.8,87,40,9.17
382,Deming,1515525300,US,32.27,-107.76,62.6,40,1,4.7
383,Chernyshevskiy,1515526326,RU,63.01,112.47,-20.94,59,44,9.08
384,Luanda,1515524400,AO,-8.83,13.24,78.8,78,20,12.75
385,Leshukonskoye,1515526327,RU,64.9,45.76,27.71,82,88,8.19
386,Sabang,1515526327,PH,13.72,123.58,77.21,96,80,10.65
387,Zavyalovo,1515524400,RU,54.51,82.45,21.2,85,90,8.95
388,Strezhevoy,1515524400,RU,60.73,77.6,8.6,92,0,11.18
389,Bismarck,1515523920,US,46.81,-100.78,35.6,80,1,9.17
390,Graham,1515526500,US,36.07,-79.4,64.4,45,1,3.36
391,Port Hardy,1515524400,CA,50.7,-127.42,41.0,86,90,5.82
392,Xining,1515526330,CN,36.62,101.77,-4.69,59,0,4.27
393,Kodiak,1515523980,US,39.95,-94.76,46.4,52,1,12.75
394,Karratha,1515526331,AU,-20.74,116.85,81.44,56,0,9.75
395,Kosa,1515526332,RU,59.94,54.99,16.37,85,76,8.75
396,Salinopolis,1515526333,BR,-0.61,-47.36,79.73,100,88,13.67
397,Mumford,1515526333,GH,5.26,-0.76,76.54,91,8,6.4
398,Changji,1515526334,CN,32.07,116.17,22.67,88,0,11.21
399,Iranshahr,1515524400,IR,27.21,60.69,51.8,34,0,4.7
400,Durango,1515523980,US,37.28,-107.88,59.0,43,1,8.05
401,Katobu,1515526335,ID,-4.94,122.53,81.17,100,88,3.83
402,Tezu,1515526336,IN,27.93,96.16,41.26,69,0,1.25
403,Campo Maior,1515524400,ES,39.01,-7.07,48.2,100,75,6.93
404,Busselton,1515526337,AU,-33.64,115.35,63.76,100,0,19.26
405,Asyut,1515524400,EG,27.18,31.19,55.4,58,0,5.82
406,Qeshm,1515524400,IR,26.96,56.27,64.4,99,0,9.17
407,Constitucion,1515523200,MX,23.99,-104.67,68.0,20,40,3.36
408,Mnogovershinnyy,1515526339,RU,53.94,139.92,-3.66,75,56,9.98
409,Yumen,1515526339,CN,40.29,97.04,8.59,61,0,12.1
410,Troitskoye,1515526340,RU,52.98,84.68,24.29,91,92,8.19
411,Chokurdakh,1515526341,RU,70.62,147.9,-21.12,62,48,4.61
412,Paracuru,1515524400,BR,-3.41,-39.03,84.2,70,40,11.41
413,Port-Gentil,1515524400,GA,-0.72,8.78,82.4,78,40,9.17
414,Ponta Delgada,1515524400,PT,37.73,-25.67,62.6,67,20,21.92
415,Iskateley,1515526343,RU,67.68,53.15,20.42,86,80,10.31
416,Meulaboh,1515526343,ID,4.14,96.13,77.89,100,56,2.37
417,Athabasca,1515526344,CA,54.72,-113.29,2.42,72,88,14.79
418,Sao Joao da Barra,1515524400,BR,-21.64,-41.05,84.2,62,20,12.75
419,Parintins,1515526345,BR,-2.63,-56.73,83.29,69,24,4.61
420,Along,1515526346,IN,28.17,94.8,44.81,56,0,2.48
421,Carnarvon,1515526346,ZA,-30.97,22.13,62.59,29,0,12.66
422,General Roca,1515524400,AR,-39.03,-67.58,95.0,36,0,8.05
423,Nyurba,1515526347,RU,63.29,118.35,-21.75,63,36,8.63
424,San Pedro,1515526350,AR,-33.68,-59.66,88.73,38,0,9.53
425,Khuzhir,1515526351,RU,53.19,107.35,-23.77,33,0,2.15
426,Esna,1515526351,RO,45.2,27.57,27.85,91,32,4.5
427,Las Vegas,1515525300,US,36.17,-115.15,50.0,100,90,8.05
428,Valdivia,1515524400,CL,-39.81,-73.25,78.8,57,20,8.05
429,Henties Bay,1515526353,NA,-22.12,14.28,62.27,99,20,4.05
430,Aloleng,1515526353,PH,16.13,119.78,77.17,100,24,4.61
431,Sainte-Suzanne,1515524400,CH,47.51,6.77,44.6,93,80,9.17
432,Kichera,1515526355,RU,55.93,110.1,-28.36,41,0,3.27
433,Mangochi,1515526355,MW,-14.48,35.26,71.32,86,32,2.59
434,Lambarene,1515526356,GA,-0.7,10.22,72.22,100,80,2.37
435,Evensk,1515526356,RU,61.92,159.24,-3.61,100,76,7.52
436,Usinsk,1515526356,RU,66.0,57.56,13.22,87,92,7.4
437,Naryan-Mar,1515526357,RU,67.67,53.09,21.37,91,80,11.99
438,Harper,1515524100,US,30.3,-99.24,68.0,31,1,8.05
439,Espanola,1515526359,CA,46.27,-81.77,22.0,64,0,2.71
440,Hami,1515526359,CN,42.84,93.51,-7.62,59,0,2.93
441,Sonari,1515526360,IN,27.03,95.02,46.61,88,24,1.48
442,Darhan,1515526360,MN,49.49,105.92,-14.14,39,0,2.59
443,Coihaique,1515524400,CL,-45.58,-72.07,71.6,33,0,8.05
444,Skovorodino,1515526361,RU,53.99,123.94,-12.48,56,0,9.53
445,Udachnyy,1515526362,RU,66.42,112.4,-25.44,37,36,3.38
446,The Pas,1515524400,CA,53.82,-101.24,10.4,72,90,6.93
447,Brooks,1515526177,CA,50.57,-111.89,25.4,100,48,12.57
448,Ondjiva,1515526363,AO,-17.07,15.73,72.76,35,0,5.95
449,Buraydah,1515524400,SA,26.33,43.97,48.2,49,0,2.24
450,Brandon,1515525300,US,43.59,-96.57,41.0,74,1,10.29
451,Marsabit,1515526364,KE,2.34,37.99,68.62,49,0,5.61
452,Ayia Marina,1515523800,GR,37.75,23.53,55.4,87,40,6.62
453,Codrington,1515526365,AU,-28.95,153.24,72.85,87,0,3.15
454,Miandrivazo,1515526366,MG,-19.53,45.46,70.15,100,92,1.7
455,Porto Novo,1515524400,BR,-23.68,-45.44,73.4,83,75,14.99
456,Igrim,1515526367,RU,63.19,64.42,9.26,76,88,5.61
457,Kapit,1515526367,MY,2.02,112.94,69.38,99,100,2.04
458,Portland,1515524160,US,45.52,-122.67,46.4,100,90,3.4
459,Clyde River,1515524400,CA,70.47,-68.59,-20.21,75,75,9.17
460,Iquitos,1515524400,PE,-3.75,-73.25,89.6,55,75,6.93
461,George,1515524400,NG,6.63,3.35,80.6,88,20,5.82
462,ChengDe,1515526370,CN,40.97,117.93,6.47,23,0,8.97
463,Mabai,1515526370,CN,23.01,104.4,41.57,100,92,2.15
464,Messina,1515523800,IT,38.19,15.55,62.6,72,40,14.99
465,Ayolas,1515526371,PY,-27.39,-56.84,91.43,48,0,11.21
466,Mankono,1515526372,CI,8.06,-6.19,78.25,45,0,7.18
467,Muros,1515524400,ES,42.77,-9.06,48.2,93,75,4.7
468,Praia da Vitoria,1515524400,PT,38.73,-27.07,60.8,72,20,33.46
469,Cape Canaveral,1515525120,US,28.41,-80.6,75.2,94,75,5.82
470,Amudat,1515526374,UG,1.95,34.95,58.94,76,0,3.27
471,Morgan City,1515524160,US,29.7,-91.21,57.2,87,90,8.05
472,Flin Flon,1515524400,CA,54.77,-101.88,3.2,71,90,13.87
473,Tomatlan,1515526375,MX,19.93,-105.25,82.66,47,0,3.71
474,Amahai,1515526375,ID,-3.31,129.0,81.04,100,12,4.61
475,Formosa do Rio Preto,1515526376,BR,-11.04,-45.19,88.64,40,32,3.94
476,Mount Isa,1515522600,AU,-20.73,139.49,75.2,64,0,5.06
477,Tiarei,1515524400,PF,-17.53,-149.33,86.0,62,40,4.7
478,Maningrida,1515526377,AU,-12.05,134.23,76.94,94,0,3.83
479,Dumas,1515526378,IN,21.09,72.71,72.49,94,12,11.21
480,Seydi,1515526378,NE,13.34,7.75,62.63,33,0,8.19
481,Aitape,1515526379,PG,-3.15,142.36,80.72,99,80,1.7
482,Razole,1515526380,IN,16.48,81.84,76.04,100,44,12.21
483,Hirara,1515526380,JP,24.8,125.28,60.07,100,92,22.06
484,Fujin,1515526381,CN,47.24,132.03,-5.86,71,68,8.41
485,Ibate,1515526382,BR,-21.95,-48.0,70.69,95,48,4.83
486,Malanje,1515526382,AO,-9.54,16.35,70.01,81,36,6.62
487,Gigmoto,1515526383,PH,13.78,124.39,77.93,100,92,12.88
488,Touba,1515520800,SN,14.86,-15.88,89.6,27,0,6.93
489,Temiscaming,1515524400,CA,46.72,-79.1,23.0,79,75,8.05
490,Simplicio Mendes,1515526385,BR,-7.85,-41.91,88.01,42,64,2.71
491,Rodrigues Alves,1515524400,BR,-7.74,-72.65,84.2,66,40,3.36
492,Liverpool,1515523800,GB,53.41,-2.98,41.0,93,90,6.93
493,Srednekolymsk,1515526386,RU,67.46,153.71,-22.69,67,76,2.93
494,Pesaro,1515524100,IT,43.91,12.91,53.6,71,75,3.36
495,Arlit,1515526387,NE,18.74,7.39,54.53,36,0,1.7
496,Half Moon Bay,1515524160,US,37.46,-122.43,57.2,93,75,14.99
497,Sun Valley,1515523860,US,43.7,-114.35,37.4,100,90,2.48
498,Ancud,1515526388,CL,-41.87,-73.83,66.19,83,64,3.27
499,Voyinka,1515526172,UA,45.87,33.99,26.43,89,0,4.74
500,Torbay,1515524400,CA,47.66,-52.73,32.0,100,90,20.8
